,Age,Occupation,Race,Sex,HoursPerWeek,EducationNum
17421,41, Exec-managerial, White, Male,60,13
17422,37, Prof-specialty, White, Male,45,14
17423,20, Farming-fishing, White, Male,40,10
17424,44, Sales, White, Male,60,9
17425,20, Adm-clerical, White, Female,30,9
17426,38, Adm-clerical, White, Female,28,13
17427,23, Adm-clerical, White, Male,40,9
17428,24, Sales, White, Female,36,9
17429,46, Sales, White, Male,40,13
17430,32, Transport-moving, White, Male,40,9
17431,21, Craft-repair, White, Male,40,9
17432,32, Sales, White, Male,40,10
17433,41, Sales, White, Male,45,10
17434,51, Machine-op-inspct, White, Male,40,9
17435,69, Farming-fishing, White, Male,10,4
17436,39, Craft-repair, White, Male,50,9
17437,43, Craft-repair, White, Male,40,10
17438,51, Farming-fishing, White, Male,40,13
17439,43, Other-service, White, Male,40,9
17440,35, Exec-managerial, White, Female,84,7
17441,32, Craft-repair, White, Male,40,9
17442,25, Prof-specialty, White, Female,21,13
17443,64, Sales, White, Female,40,10
17444,28, Exec-managerial, White, Female,40,13
17445,44, Protective-serv, White, Male,40,2
17446,40, Tech-support, White, Male,40,13
17447,21, Handlers-cleaners, Asian-Pac-Islander, Male,40,10
17448,23, Craft-repair, White, Male,40,9
17449,23, Other-service, White, Female,20,10
17450,19, Other-service, Black, Male,40,9
17451,61, Tech-support, White, Male,25,10
17452,47, Craft-repair, Other, Male,40,4
17453,39, Handlers-cleaners, White, Male,45,6
17454,51, Adm-clerical, White, Female,40,9
17455,25, Exec-managerial, White, Male,40,6
17456,33, Sales, White, Male,45,9
17457,34, Adm-clerical, White, Female,38,10
17458,54, Sales, White, Male,50,10
17459,24, Tech-support, White, Female,40,13
17460,28, Machine-op-inspct, Other, Male,50,9
17461,33, Sales, White, Male,44,10
17462,63, ?, White, Male,14,9
17463,31, Transport-moving, White, Male,60,9
17464,70, Exec-managerial, White, Male,16,9
17465,43, Machine-op-inspct, White, Female,40,9
17466,36, Adm-clerical, White, Female,12,10
17467,50, Craft-repair, White, Male,40,7
17468,21, Other-service, Black, Female,30,10
17469,31, Tech-support, Black, Female,40,10
17470,19, ?, White, Female,30,10
17471,39, Adm-clerical, White, Female,35,10
17472,29, Other-service, White, Female,40,4
17473,39, Handlers-cleaners, White, Male,40,10
17474,17, Farming-fishing, Other, Male,40,4
17475,46, Sales, White, Female,40,10
17476,62, Craft-repair, White, Male,40,9
17477,32, Other-service, Black, Female,23,6
17478,28, Other-service, Black, Female,40,9
17479,19, Sales, Black, Female,40,10
17480,61, Exec-managerial, White, Male,40,16
17481,18, Sales, White, Male,25,10
17482,39, Prof-specialty, White, Male,50,15
17483,24, Protective-serv, White, Male,45,13
17484,38, Craft-repair, White, Male,41,10
17485,38, Prof-specialty, Black, Male,40,14
17486,17, Sales, White, Male,20,6
17487,28, Craft-repair, White, Male,40,9
17488,52, Sales, White, Male,8,9
17489,61, Prof-specialty, White, Male,20,15
17490,69, Machine-op-inspct, White, Male,40,3
17491,19, Sales, White, Female,25,9
17492,26, Adm-clerical, White, Male,40,10
17493,34, Exec-managerial, White, Male,40,10
17494,70, Machine-op-inspct, White, Female,40,5
17495,21, Adm-clerical, White, Female,25,9
17496,43, Craft-repair, White, Male,44,9
17497,52, Craft-repair, White, Male,40,9
17498,59, Craft-repair, White, Male,40,9
17499,21, Adm-clerical, White, Female,40,11
17500,53, Exec-managerial, White, Male,40,14
17501,55, Protective-serv, White, Male,40,10
17502,46, Sales, White, Male,60,14
17503,36, Adm-clerical, White, Female,37,9
17504,39, Handlers-cleaners, White, Male,48,9
17505,78, ?, White, Male,3,13
17506,30, Prof-specialty, White, Female,30,9
17507,22, Sales, White, Female,16,10
17508,43, Exec-managerial, White, Male,40,13
17509,36, Machine-op-inspct, White, Male,56,9
17510,36, Craft-repair, White, Male,40,13
17511,50, Craft-repair, White, Female,40,9
17512,27, Protective-serv, White, Female,35,13
17513,46, Adm-clerical, White, Male,40,9
17514,24, Prof-specialty, White, Male,20,13
17515,41, Craft-repair, White, Male,40,9
17516,68, Adm-clerical, White, Male,24,9
17517,38, Exec-managerial, White, Male,40,10
17518,47, Sales, White, Male,40,9
17519,41, Other-service, Black, Male,20,10
17520,31, Prof-specialty, White, Female,48,16
17521,29, Craft-repair, White, Male,42,10
17522,26, Handlers-cleaners, White, Female,40,9
17523,51, Machine-op-inspct, White, Female,36,10
17524,26, Tech-support, Other, Male,60,13
17525,27, Prof-specialty, White, Female,60,13
17526,36, Tech-support, White, Male,50,9
17527,28, Prof-specialty, White, Female,40,13
17528,53, Tech-support, White, Female,40,13
17529,40, Prof-specialty, White, Male,40,13
17530,38, Other-service, White, Female,20,9
17531,21, ?, White, Male,40,4
17532,53, Other-service, White, Male,34,6
17533,34, Craft-repair, White, Male,40,9
17534,43, Transport-moving, White, Male,60,9
17535,64, Adm-clerical, White, Male,40,6
17536,21, Adm-clerical, White, Female,40,10
17537,25, ?, White, Male,13,13
17538,38, Prof-specialty, Asian-Pac-Islander, Female,57,15
17539,47, Protective-serv, Black, Male,50,14
17540,48, Prof-specialty, Asian-Pac-Islander, Male,40,16
17541,57, Transport-moving, White, Male,50,9
17542,37, Adm-clerical, White, Female,35,13
17543,37, Farming-fishing, White, Male,40,7
17544,51, Farming-fishing, White, Male,55,9
17545,32, Adm-clerical, White, Female,40,12
17546,49, Machine-op-inspct, White, Male,40,9
17547,52, Sales, White, Male,14,9
17548,64, Exec-managerial, White, Male,45,12
17549,46, Adm-clerical, White, Female,45,9
17550,24, Prof-specialty, White, Male,40,10
17551,39, Exec-managerial, White, Male,45,13
17552,23, Machine-op-inspct, White, Female,40,9
17553,30, Craft-repair, White, Male,44,10
17554,34, Prof-specialty, White, Female,60,14
17555,30, Adm-clerical, White, Male,40,10
17556,25, Sales, Black, Female,40,13
17557,58, Prof-specialty, Black, Male,40,13
17558,32, Adm-clerical, White, Male,50,10
17559,37, Other-service, Black, Female,25,9
17560,35, Other-service, Black, Female,40,9
17561,18, Handlers-cleaners, White, Male,30,3
17562,46, Prof-specialty, White, Female,40,13
17563,71, Craft-repair, White, Male,45,13
17564,44, Adm-clerical, White, Female,40,6
17565,45, Sales, White, Female,40,6
17566,40, Prof-specialty, White, Male,40,8
17567,38, Prof-specialty, White, Male,50,13
17568,52, Machine-op-inspct, Asian-Pac-Islander, Female,40,9
17569,47, Craft-repair, White, Male,40,9
17570,49, Tech-support, White, Female,35,13
17571,59, Sales, White, Male,40,9
17572,22, Adm-clerical, White, Female,37,11
17573,44, Exec-managerial, White, Male,40,10
17574,76, Prof-specialty, White, Female,20,13
17575,50, Other-service, White, Male,40,6
17576,33, Protective-serv, White, Male,40,10
17577,43, Craft-repair, White, Male,48,9
17578,27, Adm-clerical, White, Female,40,9
17579,37, Craft-repair, White, Male,40,9
17580,40, Transport-moving, White, Male,55,7
17581,49, Exec-managerial, Amer-Indian-Eskimo, Female,40,10
17582,48, Craft-repair, White, Male,45,10
17583,49, Prof-specialty, White, Female,40,9
17584,22, Tech-support, White, Male,40,10
17585,42, Exec-managerial, White, Female,40,9
17586,36, Prof-specialty, White, Female,40,10
17587,57, ?, White, Male,50,10
17588,30, Other-service, Black, Female,40,9
17589,40, Craft-repair, Amer-Indian-Eskimo, Male,40,9
17590,42, Machine-op-inspct, White, Male,45,9
17591,56, Machine-op-inspct, White, Male,40,9
17592,55, Prof-specialty, White, Female,40,10
17593,25, Other-service, White, Male,40,9
17594,52, ?, White, Male,40,9
17595,33, Adm-clerical, Asian-Pac-Islander, Female,35,10
17596,55, Sales, White, Male,40,9
17597,47, Sales, White, Male,60,13
17598,23, Sales, White, Female,65,12
17599,55, Sales, White, Female,50,13
17600,43, Exec-managerial, White, Female,50,9
17601,31, Sales, White, Male,50,11
17602,62, Prof-specialty, White, Female,40,12
17603,42, Adm-clerical, White, Male,8,9
17604,38, Craft-repair, White, Male,40,9
17605,29, Tech-support, White, Male,42,9
17606,26, Other-service, White, Male,60,10
17607,26, Adm-clerical, White, Female,52,9
17608,37, Farming-fishing, White, Male,72,9
17609,79, Sales, White, Male,45,8
17610,61, Other-service, White, Male,48,4
17611,28, Other-service, White, Female,99,4
17612,60, Exec-managerial, White, Male,60,13
17613,51, Protective-serv, White, Male,81,9
17614,34, Craft-repair, White, Male,43,9
17615,35, Machine-op-inspct, White, Male,40,9
17616,27, Craft-repair, White, Male,60,6
17617,44, Other-service, White, Female,40,9
17618,25, Other-service, White, Female,20,9
17619,32, Other-service, White, Female,40,4
17620,36, Prof-specialty, White, Male,20,10
17621,27, Handlers-cleaners, White, Male,30,14
17622,40, Prof-specialty, White, Male,60,16
17623,43, Tech-support, White, Male,40,10
17624,25, Tech-support, White, Male,40,13
17625,41, Transport-moving, White, Male,50,9
17626,30, Prof-specialty, White, Male,45,13
17627,26, Exec-managerial, White, Male,45,13
17628,52, Machine-op-inspct, Other, Male,40,7
17629,32, Prof-specialty, White, Female,45,13
17630,33, Handlers-cleaners, White, Male,40,9
17631,35, Craft-repair, White, Male,55,9
17632,48, Other-service, White, Female,44,9
17633,62, Sales, White, Male,5,4
17634,40, Prof-specialty, Black, Female,2,12
17635,41, ?, White, Female,20,10
17636,28, Other-service, White, Female,40,3
17637,23, Other-service, White, Female,30,10
17638,50, Exec-managerial, White, Male,40,13
17639,51, Adm-clerical, White, Female,35,10
17640,63, Other-service, White, Male,48,10
17641,63, Exec-managerial, White, Female,40,9
17642,40, Sales, White, Male,60,9
17643,20, ?, White, Female,40,7
17644,61, ?, White, Male,30,10
17645,40, Farming-fishing, White, Male,40,9
17646,41, Prof-specialty, White, Female,15,13
17647,41, Handlers-cleaners, Black, Male,40,13
17648,27, ?, White, Female,24,13
17649,20, Prof-specialty, White, Female,15,10
17650,28, Adm-clerical, White, Male,40,13
17651,35, Craft-repair, White, Male,40,9
17652,31, Exec-managerial, White, Male,40,13
17653,34, Sales, White, Male,50,13
17654,57, Exec-managerial, White, Male,50,14
17655,28, Machine-op-inspct, White, Female,40,9
17656,38, Tech-support, White, Male,40,10
17657,37, Other-service, White, Male,40,11
17658,43, Adm-clerical, Black, Female,40,10
17659,26, Exec-managerial, White, Male,40,9
17660,26, Transport-moving, Black, Male,65,10
17661,27, Transport-moving, White, Male,50,11
17662,33, Prof-specialty, White, Male,45,13
17663,45, Prof-specialty, White, Female,40,13
17664,65, Other-service, White, Male,20,13
17665,57, Sales, White, Male,45,10
17666,59, Other-service, White, Female,38,9
17667,18, Other-service, White, Male,26,10
17668,44, Handlers-cleaners, White, Male,40,8
17669,37, Craft-repair, White, Male,40,10
17670,27, Other-service, White, Male,40,9
17671,43, Prof-specialty, White, Female,45,13
17672,59, Prof-specialty, White, Male,40,15
17673,19, Farming-fishing, White, Male,40,9
17674,36, Exec-managerial, Black, Male,90,9
17675,68, Sales, White, Male,40,10
17676,63, Sales, White, Female,30,7
17677,37, Exec-managerial, White, Male,57,10
17678,46, Prof-specialty, White, Female,60,14
17679,31, Adm-clerical, White, Female,35,12
17680,23, Other-service, White, Male,40,9
17681,22, Sales, White, Male,30,10
17682,49, Sales, White, Male,44,9
17683,36, Adm-clerical, Black, Female,40,9
17684,38, Exec-managerial, White, Male,50,10
17685,46, Exec-managerial, White, Male,45,14
17686,24, Adm-clerical, White, Female,40,12
17687,26, Adm-clerical, Black, Female,40,13
17688,47, Machine-op-inspct, Other, Female,40,4
17689,40, Handlers-cleaners, White, Male,40,10
17690,31, Prof-specialty, White, Female,50,14
17691,42, Farming-fishing, White, Male,35,3
17692,48, Craft-repair, White, Male,70,11
17693,56, Tech-support, Black, Female,38,10
17694,50, Tech-support, White, Male,40,9
17695,17, Handlers-cleaners, White, Male,20,6
17696,21, Other-service, Black, Male,25,9
17697,50, Adm-clerical, White, Female,40,9
17698,49, Sales, White, Female,32,9
17699,34, Sales, White, Female,15,9
17700,32, Sales, White, Male,60,9
17701,28, Adm-clerical, White, Male,40,10
17702,62, Exec-managerial, White, Male,50,13
17703,23, Prof-specialty, White, Male,15,13
17704,24, Prof-specialty, Black, Female,40,14
17705,31, Prof-specialty, White, Female,40,11
17706,36, Transport-moving, White, Male,40,9
17707,58, Priv-house-serv, White, Female,35,12
17708,46, ?, White, Female,40,3
17709,39, Prof-specialty, White, Male,40,14
17710,48, ?, White, Female,18,9
17711,21, Craft-repair, White, Male,42,9
17712,39, Handlers-cleaners, White, Male,40,9
17713,21, Sales, White, Female,35,10
17714,33, Prof-specialty, White, Male,40,11
17715,37, Craft-repair, White, Male,50,9
17716,29, Other-service, White, Female,40,9
17717,30, ?, Other, Female,40,13
17718,43, Machine-op-inspct, White, Female,40,9
17719,22, Craft-repair, White, Male,40,9
17720,25, Prof-specialty, White, Female,40,14
17721,69, Other-service, White, Male,40,10
17722,17, Other-service, White, Female,25,7
17723,18, ?, White, Male,12,7
17724,54, Handlers-cleaners, White, Female,40,9
17725,65, ?, White, Male,45,9
17726,28, Machine-op-inspct, Other, Male,40,8
17727,27, Tech-support, White, Female,38,11
17728,35, Craft-repair, White, Male,45,12
17729,38, Tech-support, White, Female,40,11
17730,33, Tech-support, White, Male,40,9
17731,26, Craft-repair, White, Male,40,9
17732,56, Sales, White, Female,60,10
17733,38, Prof-specialty, Amer-Indian-Eskimo, Male,70,13
17734,51, Prof-specialty, White, Female,60,10
17735,26, Priv-house-serv, White, Female,50,10
17736,33, Exec-managerial, White, Male,55,13
17737,44, Handlers-cleaners, White, Male,50,4
17738,36, Sales, White, Female,40,5
17739,42, Craft-repair, White, Male,40,10
17740,44, Prof-specialty, White, Male,40,12
17741,44, Transport-moving, White, Male,55,13
17742,21, Sales, White, Female,20,10
17743,41, Sales, White, Male,50,10
17744,41, Exec-managerial, White, Male,50,16
17745,62, Prof-specialty, White, Male,50,11
17746,27, Craft-repair, White, Male,45,7
17747,38, Prof-specialty, White, Male,40,13
17748,60, Transport-moving, Amer-Indian-Eskimo, Female,30,10
17749,24, Machine-op-inspct, White, Male,40,8
17750,24, ?, White, Male,40,9
17751,22, Handlers-cleaners, White, Male,40,9
17752,32, ?, White, Female,40,10
17753,22, Machine-op-inspct, White, Male,24,2
17754,51, Prof-specialty, White, Male,40,13
17755,31, Exec-managerial, White, Male,48,14
17756,42, Exec-managerial, White, Male,55,15
17757,48, ?, White, Female,40,12
17758,49, Machine-op-inspct, White, Male,43,9
17759,37, Tech-support, White, Female,42,13
17760,37, Prof-specialty, White, Male,45,15
17761,66, Other-service, White, Male,40,13
17762,18, ?, White, Female,24,9
17763,46, Machine-op-inspct, Black, Female,40,11
17764,52, Craft-repair, White, Male,40,9
17765,23, Craft-repair, White, Male,40,9
17766,67, Exec-managerial, White, Male,38,9
17767,19, Sales, White, Female,25,10
17768,37, Prof-specialty, White, Female,45,13
17769,42, Exec-managerial, White, Male,60,9
17770,39, Other-service, Black, Male,40,10
17771,54, Sales, White, Male,40,9
17772,46, Machine-op-inspct, White, Male,40,9
17773,47, ?, Black, Female,32,9
17774,33, Other-service, Black, Female,40,9
17775,69, Farming-fishing, White, Female,14,10
17776,21, Handlers-cleaners, White, Male,40,10
17777,27, Handlers-cleaners, Black, Male,48,9
17778,39, Exec-managerial, White, Male,40,9
17779,23, Adm-clerical, Black, Male,40,10
17780,26, Prof-specialty, White, Female,36,11
17781,42, Prof-specialty, Amer-Indian-Eskimo, Female,40,16
17782,36, Craft-repair, White, Male,40,9
17783,24, Transport-moving, White, Male,40,9
17784,35, Other-service, White, Male,40,5
17785,42, Handlers-cleaners, Black, Female,40,9
17786,37, Craft-repair, White, Male,44,11
17787,41, Prof-specialty, White, Male,50,16
17788,27, Machine-op-inspct, Black, Female,40,11
17789,42, Prof-specialty, White, Male,50,15
17790,44, ?, White, Female,16,13
17791,18, Adm-clerical, White, Female,16,9
17792,41, Tech-support, White, Male,40,13
17793,31, Handlers-cleaners, White, Male,40,9
17794,26, Craft-repair, White, Male,40,10
17795,67, Machine-op-inspct, White, Female,34,2
17796,37, Exec-managerial, White, Male,60,10
17797,51, Craft-repair, White, Male,40,9
17798,26, Craft-repair, Amer-Indian-Eskimo, Male,40,10
17799,40, Prof-specialty, White, Male,40,12
17800,25, Handlers-cleaners, White, Male,40,9
17801,38, Machine-op-inspct, White, Male,40,11
17802,43, Transport-moving, White, Male,40,9
17803,23, Farming-fishing, White, Female,40,10
17804,44, Exec-managerial, White, Male,50,13
17805,60, Prof-specialty, White, Female,25,14
17806,38, Prof-specialty, White, Female,55,14
17807,21, Prof-specialty, White, Male,20,10
17808,18, Adm-clerical, White, Female,25,10
17809,49, Exec-managerial, Black, Female,60,13
17810,43, Priv-house-serv, White, Female,40,3
17811,26, ?, White, Female,65,7
17812,36, Transport-moving, White, Male,25,9
17813,31, Transport-moving, White, Female,35,9
17814,38, Machine-op-inspct, White, Female,40,9
17815,43, Farming-fishing, White, Male,84,10
17816,58, Other-service, White, Female,35,9
17817,55, Adm-clerical, White, Female,29,9
